|company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|eff_date|cur_code1|pre_amt_all|usd_amt_all|app_name|app_cst_no|app_id_no|app_cus_pro|ins_name|ins_cst_no|ins_id_no|ins_cus_pro|benefit_name|benefit_id_no|benefit_pro|relation_1|relation_2|pay_type|rpay_date|pay_date|cur_code2|pay_amt|pay_usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|etl_date
413|||||P997301808201800000002|T997301808201800000003|20180201|20180202||||Ant forest Gaming|8000000147|34567890|0|Ant forest Gaming|8000000147|34567890|0|||||||||||||||||
414|||||P997301603201800000004|T997301603201800000011|20180131|20180201||||上海金希普船务有限公司|8000000039|918888277333TYUIO|0|上海金希普船务有限公司|8000000039|918888213123|0|||||||||||||||||
415|||||P997301603201800000004|T997301603201800000011|20180131|20180201||||上海金希普船务有限公司|8000000039|918888277333TYUIO|0|上海金希普船务有限公司|8000000039|918888213123|0|||||||||||||||||
416|||||P997301604201800000005|T997301604201800000008|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
417|||||P997301604201800000005|T997301604201800000008|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
418|||||P997301808201800000002|T997301808201800000004|20180201|20180202||||Ant forest Gaming|8000000147|34567890|0|Ant forest Gaming|8000000147|34567890|0|||||||||||||||||
419|||||P997301808201800000002|T997301808201800000004|20180201|20180202||||Ant forest Gaming|8000000147|34567890|0|Ant forest Gaming|8000000147|34567890|0|||||||||||||||||
420|||||P997301604201800000004|T997301604201800000009|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|9900022134451|0|||||||||||||||||
421|||||P997301604201800000004|T997301604201800000009|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|9900022134451|0|||||||||||||||||
422|||||P997301605201800000002|T997301605201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
423|||||P997301605201800000002|T997301605201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
424|||||P997301605201800000003|T997301605201800000005|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
425|||||P997301605201800000003|T997301605201800000005|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
426|||||P997301802201800000002|T997301802201800000005|20180201|20180202||||测试不摇动|8000000127|12414123|1|测试不摇动|8000000127|2213241|1|||||||||||||||||
427|||||P997301802201800000002|T997301802201800000005|20180201|20180202||||测试不摇动|8000000127|12414123|1|测试不摇动|8000000127|2213241|1|||||||||||||||||
428|||||P997301802201800000002|T997301802201800000006|20180201|20180202||||测试不摇动|8000000127|12414123|1|测试不摇动|8000000127|2213241|1|||||||||||||||||
429|||||P997301802201800000002|T997301802201800000006|20180201|20180202||||测试不摇动|8000000127|12414123|1|测试不摇动|8000000127|2213241|1|||||||||||||||||
430|||||P997301606201800000001|T997301606201800000003|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
431|||||P997301606201800000001|T997301606201800000003|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
432|||||P997301606201800000002|T997301606201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
433|||||P997301606201800000002|T997301606201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
434|||||P997301607201800000002|T997301607201800000013|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
435|||||P997301607201800000002|T997301607201800000013|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
436|||||P997301608201800000001|T997301608201800000003|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
437|||||P997301608201800000001|T997301608201800000003|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
438|||||P997301608201800000002|T997301608201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
439|||||P997301608201800000002|T997301608201800000004|20180131|20180201||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
440|||||P997301607201800000010|T997301607201800000014|20180201|20180202||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
441|||||P997301807201800000004|T997301807201800000004|20180201|20180202||||卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|||||||||||||||||
442|||||P997301807201800000005|T997301807201800000005|20180201|20180202||||卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|||||||||||||||||
443|||||P997301807201800000006|T997301807201800000006|20180201|20180202||||卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|卷华生福侦探黑科技股份有限公司|8000000030|5113054171070727L|0|||||||||||||||||
444|||||P997301807201800000007|T997301807201800000007|20180201|20180202||||上海金希普船务有限公司|8000000039|918888277333TYUIO|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
445|||||P997301803201800000002|T997301803201800000002|20180202|20180203||||软通测试|8000000149|12441245123|1|软通测试|8000000149|12441245123|1|||||||||||||||||
446|||||P997301803201800000002|T997301803201800000002|20180202|20180203||||软通测试|8000000149|12441245123|1|软通测试|8000000149|12441245123|1|||||||||||||||||
447|||||P997301602201800000011|T997301602201800000023|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
448|||||P997301803201800000002|T997301803201800000003|20180202|20180203||||软通测试|8000000149|12441245123|1|软通测试|8000000149|12441245123|1|||||||||||||||||
449|||||P997301803201800000002|T997301803201800000003|20180202|20180203||||软通测试|8000000149|12441245123|1|软通测试|8000000149|12441245123|1|||||||||||||||||
450|||||P997301803201800000003|T997301803201800000004|20180202|20180203||||软通测试1|8000000146|1244123123|1|软通测试1|8000000146|1244123123|1|||||||||||||||||
451|||||P997301803201800000003|T997301803201800000004|20180202|20180203||||软通测试1|8000000146|1244123123|1|软通测试1|8000000146|1244123123|1|||||||||||||||||
452|||||P997301803201800000003|T997301803201800000005|20180202|20180203||||软通测试1|8000000146|1244123123|1|软通测试1|8000000146|1244123123|1|||||||||||||||||
453|||||P997301803201800000003|T997301803201800000005|20180202|20180203||||软通测试1|8000000146|1244123123|1|软通测试1|8000000146|1244123123|1|||||||||||||||||
454|||||P997301802201800000003|T997301802201800000007|20180202|20180203||||曹操|8000000150|1234567|1|曹操|8000000150|1234567|1|||||||||||||||||
455|||||P997301607201800000011|T997301607201800000017|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
456|||||P997301804201800000002|T997301804201800000002|20180202|20180203||||野猪套天下第一|8000000151|2345678|1|野猪套天下第一|8000000151|2345678|1|||||||||||||||||
457|||||P997301804201800000002|T997301804201800000002|20180202|20180203||||野猪套天下第一|8000000151|2345678|1|野猪套天下第一|8000000151|2345678|1|||||||||||||||||
458|||||P997301804201800000002|T997301804201800000003|20180202|20180203||||野猪套天下第一|8000000151|2345678|1|野猪套天下第一|8000000151|2345678|1|||||||||||||||||
459|||||P997301804201800000002|T997301804201800000003|20180202|20180203||||野猪套天下第一|8000000151|2345678|1|野猪套天下第一|8000000151|2345678|1|||||||||||||||||
460|||||P997301803201800000004|T997301803201800000006|20180202|20180203||||阿尔法罗密欧经销商|8000000122|123456|1|阿尔法罗密欧经销商|8000000122|123456|1|||||||||||||||||
461|||||P997301803201800000004|T997301803201800000006|20180202|20180203||||阿尔法罗密欧经销商|8000000122|123456|1|阿尔法罗密欧经销商|8000000122|123456|1|||||||||||||||||
462|||||P997301803201800000004|T997301803201800000007|20180202|20180203||||阿尔法罗密欧经销商|8000000122|123456|1|阿尔法罗密欧经销商|8000000122|123456|1|||||||||||||||||
463|||||P997301803201800000004|T997301803201800000007|20180202|20180203||||阿尔法罗密欧经销商|8000000122|123456|1|阿尔法罗密欧经销商|8000000122|123456|1|||||||||||||||||
464|||||P997301802201800000004|T997301802201800000009|20180202|20180203||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
465|||||P997301606201800000003|T997301606201800000005|20180202|20180203||||人在塔在|8000000155|123|0|人在塔在|8000000155|123|0|||||||||||||||||
466|||||P997301606201800000003|T997301606201800000005|20180202|20180203||||人在塔在|8000000155|123|0|人在塔在|8000000155|123|0|||||||||||||||||
467|||||P997301606201800000003|T997301606201800000006|20180202|20180203||||人在塔在|8000000155|123|0|人在塔在|8000000155|123|0|||||||||||||||||
468|||||P997301606201800000003|T997301606201800000006|20180202|20180203||||人在塔在|8000000155|123|0|人在塔在|8000000155|123|0|||||||||||||||||
469|||||P997301804201800000003|T997301804201800000004|20180202|20180203||||软通测试|8000000156|141512312|1|软通测试|8000000156|141512312|1|||||||||||||||||
470|||||P997301804201800000003|T997301804201800000004|20180202|20180203||||软通测试|8000000156|141512312|1|软通测试|8000000156|141512312|1|||||||||||||||||
471|||||P997301808201800000003|T997301808201800000005|20180202|20180203||||南山南北海北北海有谷堆|8000000154|234567890|0|南山南北海北北海有谷堆|8000000154|234567890|0|||||||||||||||||
472|||||P997301803201800000005|T997301803201800000008|20180202|20180203||||阿尔法罗密欧经销商|8000000122|123456|1|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
473|||||P997301807201800000008|T997301807201800000008|20180202|20180203||||性感诸葛，在线发牌|8000000157|123456789|1|性感诸葛，在线发牌|8000000157|123456789|1|||||||||||||||||
474|||||P997301804201800000003|T997301804201800000005|20180202|20180203||||软通测试|8000000156|141512312|1|软通测试|8000000156|141512312|1|||||||||||||||||
475|||||P997301804201800000003|T997301804201800000005|20180202|20180203||||软通测试|8000000156|141512312|1|软通测试|8000000156|141512312|1|||||||||||||||||
476|||||P997301602201800000012|T997301602201800000024|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
477|||||P997301602201800000012|T997301602201800000024|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
478|||||P997301602201800000012|T997301602201800000024|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
479|||||P997301804201800000004|T997301804201800000006|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
480|||||P997301808201800000004|T997301808201800000006|20180202|20180203||||屠龙保单，点击就送|8000000160|123456781123|1|屠龙保单，点击就送|8000000160|123456781123|1|||||||||||||||||
481|||||P997301605201800000004|T997301605201800000006|20180202|20180203||||天书世界需要你|8000000056|99000220933|0|天书世界需要你|8000000039|918888277333TYUIO|0|||||||||||||||||
482|||||P997301605201800000004|T997301605201800000006|20180202|20180203||||天书世界需要你|8000000056|99000220933|0|天书世界需要你|8000000039|918888277333TYUIO|0|||||||||||||||||
483|||||P997301805201800000001|T997301805201800000001|20180202|20180203||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
484|||||P997301605201800000004|T997301605201800000007|20180202|20180203||||天书世界需要你|8000000056|99000220933|0|天书世界需要你|8000000039|918888277333TYUIO|0|||||||||||||||||
485|||||P997301605201800000004|T997301605201800000007|20180202|20180203||||天书世界需要你|8000000056|99000220933|0|天书世界需要你|8000000039|918888277333TYUIO|0|||||||||||||||||
486|||||P997301602201800000013|T997301602201800000025|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
487|||||P997301804201800000005|T997301804201800000007|20180202|20180203||||顶顶顶顶|8000000070|1244123|1|顶顶顶顶|8000000070|1244123|1|||||||||||||||||
488|||||P997301602201800000014|T997301602201800000026|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
489|||||P997301602201800000015|T997301602201800000027|20180202|20180203||||我只会喊666666|8000000163|1234567821|0|我只会喊666666|8000000163|1234567821|0|||||||||||||||||
490|||||P997301602201800000017|T997301602201800000028|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
491|||||P997301603201800000007|T997301603201800000012|20180202|20180203||||8848钛合金亮瞎眼手机|8000000150|1234567|1|8848钛合金亮瞎眼手机|8000000150|1234567|1|||||||||||||||||
492|||||P997301607201800000012|T997301607201800000018|20180202|20180203||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
493|||||P997301602201800000018|T997301602201800000029|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
494|||||P997301807201800000009|T997301807201800000009|20180202|20180203||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
495|||||P997301604201800000006|T997301604201800000010|20180202|20180203||||曹操把曹操绑，曹操把曹操绑|8000000122|123456|1|曹操把曹操绑，曹操把曹操绑|8000000122|123456|1|||||||||||||||||
496|||||P997301806201800000001|T997301806201800000001|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
497|||||P997301607201800000013|T997301607201800000019|20180202|20180203||||感觉666666送的6架飞机|8000000167|12345678|1|感觉666666送的6架飞机|8000000167|12345678|1|||||||||||||||||
498|||||P997301807201800000010|T997301807201800000010|20180202|20180203||||上海金希普船务有限公司|8000000039|918888277333TYUIO|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
499|||||P997301806201800000002|T997301806201800000002|20180202|20180203||||大家好，我是渣渣辉|8000000168|1234567823|1|大家好，我是渣渣辉|8000000168|1234567823|1|||||||||||||||||
500|||||P997301602201800000019|T997301602201800000030|20180202|20180202||||咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|||||||||||||||||
501|||||P997301602201800000019|T997301602201800000030|20180202|20180202||||咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|||||||||||||||||
502|||||P997301608201800000003|T997301608201800000005|20180202|20180203||||我为自己袋盐，呸，好咸|8000000171|123456765432322|1|我为自己袋盐，呸，好咸|8000000171|123456765432322|1|||||||||||||||||
503|||||P997301805201800000002|T997301805201800000002|20180202|20180203||||去年买了个表有限公司|8000000122|123456|1|去年买了个表有限公司|8000000122|123456|1|||||||||||||||||
504|||||P997301808201800000005|T997301808201800000007|20180202|20180203||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
505|||||P997301602201800000012|T997301602201800000031|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
506|||||P997301602201800000012|T997301602201800000031|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
507|||||P997301602201800000012|T997301602201800000031|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
508|||||P997301602201800000012|T997301602201800000032|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
509|||||P997301602201800000012|T997301602201800000032|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
510|||||P997301602201800000012|T997301602201800000032|20180202|20180203||||Natural Ingredient|8000000158|2345678990|0|Natural Ingredient|8000000158|2345678990|0|||||||||||||||||
511|||||P997301805201800000003|T997301805201800000003|20180202|20180203||||咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|||||||||||||||||
512|||||P997301602201800000020|T997301602201800000033|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
513|||||P997301602201800000020|T997301602201800000033|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
514|||||P997301602201800000020|T997301602201800000033|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
515|||||P997301806201800000003|T997301806201800000003|20180202|20180203||||软通测试|8000000173|1241231|1|软通测试|8000000173|1241231|1|||||||||||||||||
516|||||P997301807201800000011|T997301807201800000011|20180202|20180203||||软通测试|8000000174|1421255123|1|软通测试|8000000174|1421255123|1|||||||||||||||||
517|||||P997301602201800000020|T997301602201800000034|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
518|||||P997301602201800000020|T997301602201800000034|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
519|||||P997301602201800000020|T997301602201800000034|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
520|||||P997301602201800000020|T997301602201800000035|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
521|||||P997301602201800000020|T997301602201800000035|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
522|||||P997301602201800000020|T997301602201800000035|20180202|20180203||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
523|||||P997301808201800000006|T997301808201800000009|20180202|20180203||||软通测试|8000000175|124412313|1|软通测试|8000000175|124412313|1|||||||||||||||||
524|||||P997301602201800000021|T997301602201800000036|20180202|20180203||||Gambit Howler|8000000176|98765432|1|Gambit Howler|8000000176|98765432|1|||||||||||||||||
525|||||P997301602201800000021|T997301602201800000036|20180202|20180203||||Gambit Howler|8000000176|98765432|1|Gambit Howler|8000000176|98765432|1|||||||||||||||||
526|||||P997301602201800000021|T997301602201800000037|20180202|20180203||||Gambit Howler|8000000176|98765432|1|Gambit Howler|8000000176|98765432|1|||||||||||||||||
527|||||P997301602201800000021|T997301602201800000037|20180202|20180203||||Gambit Howler|8000000176|98765432|1|Gambit Howler|8000000176|98765432|1|||||||||||||||||
528|||||P997301602201800000019|T997301602201800000038|20180202|20180202||||咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|||||||||||||||||
529|||||P997301602201800000019|T997301602201800000038|20180202|20180202||||咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|咿咿呀呀学语啊萌宝摄影有限公司|8000000169|2345678990|0|||||||||||||||||
530|||||P997301603201800000008|T997301603201800000013|20180202|20180203||||脑门如果被挤了诊疗医院|8000000177|9087654321|1|脑门如果被挤了诊疗医院|8000000177|9087654321|1|||||||||||||||||
531|||||P997301602201800000022|T997301602201800000039|20180204|20180205||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
532|||||P997301602201800000022|T997301602201800000039|20180204|20180205||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
533|||||P997301602201800000022|T997301602201800000040|20180204|20180205||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
534|||||P997301602201800000022|T997301602201800000040|20180204|20180205||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
535|||||P997301602201800000023|T997301602201800000041|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
536|||||P997301605201800000005|T997301605201800000008|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
537|||||P997301604201800000007|T997301604201800000011|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|9900022134451|0|||||||||||||||||
538|||||P997301607201800000014|T997301607201800000020|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
539|||||P997301804201800000006|T997301804201800000008|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海金希普船务有限公司|8000000039|918888277333TYUIO|0|||||||||||||||||
540|||||P997301808201800000007|T997301808201800000010|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
541|||||P997301602201800000024|T997301602201800000042|20180211|20180212||||上海宏盛电子有限公司|8000000056|99000220933|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
542|||||P997301602201800000025|T997301602201800000046|20180213|20180214||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
543|||||P997301602201800000025|T997301602201800000046|20180213|20180214||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
544|||||P997301602201800000025|T997301602201800000047|20180213|20180214||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
545|||||P997301602201800000025|T997301602201800000047|20180213|20180214||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
546|||||P997301602201800000026|T997301602201800000049|20180213|20180214||||人云亦云云云云晕|8000000172|234567899|0|人云亦云云云云晕|8000000172|234567899|0|||||||||||||||||
547|||||P997301602201800000027|T997301602201800000050|20180223|20180224||||我只会喊666666|8000000163|1234567821|0|我只会喊666666|8000000163|1234567821|0|||||||||||||||||
548|||||P997301001201800000001|T997301001201800000004|20180304|20180305||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
549|||||P997301001201800000002|T997301001201800000005|20180304|20180305||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0|||||||||||||||||
550|||||P997301002201800000001|T997301002201800000001|20180304|20180305||||阿斯蒂芬5|8000000179|4563211|1|阿斯蒂芬5|8000000179|4563211|1|||||||||||||||||
551|||||P997301003201800000001|T997301003201800000001|20180304|20180305||||阿斯蒂芬6|8000000180|5556666|1|阿斯蒂芬6|8000000180|5556666|1|||||||||||||||||
552|||||P997301001201800000003|T997301001201800000007|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
553|||||P997301001201800000003|T997301001201800000007|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
554|||||P997301002201800000002|T997301002201800000002|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
555|||||P997301003201800000002|T997301003201800000002|20180305|20180306||||小半粒粒窗前路|8000000186|0986756543|1|小半粒粒窗前路|8000000186|0986756543|1|||||||||||||||||
556|||||P997301003201800000003|T997301003201800000003|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
557|||||P997301803201800000001|T997301803201800000009|20180119|20180120||||干巴爹土豆火腿铜锅饭科技有限公司|8000000135|5113050374171027G|0|HEYTEA曲水流觞青雾茶|8000000136|91130500743408250F|0|||||||||||||||||
558|||||P997301803201800000001|T997301803201800000009|20180119|20180120||||干巴爹土豆火腿铜锅饭科技有限公司|8000000135|5113050374171027G|0|HEYTEA曲水流觞青雾茶|8000000136|91130500743408250F|0|||||||||||||||||
559|||||P997301001201800000003|T997301001201800000008|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
560|||||P997301001201800000003|T997301001201800000008|20180305|20180306||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
561|||||P997301002201800000003|T997301002201800000003|20180306|20180307||||找哈哈|8000000200|124123123123|1|找哈哈|8000000200|124123123123|1|||||||||||||||||
562|||||P997301001201800000004|T997301001201800000009|20180306|20180307||||speck|8000000072|234567|0|上海宏盛电子有限公司|8000000056|99000220933|0|||||||||||||||||
563|||||P997301602201800000028|T997301602201800000051|20180306|20180307||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
564|||||P997301602201800000029|T997301602201800000052|20180306|20180307||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
565|||||P997301001201800000005|T997301001201800000010|20180306|20180307||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
566|||||P997301001201800000006|T997301001201800000011|20180308|20180309||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
567|||||P997301003201800000004|T997301003201800000005|20180308|20180309||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
568|||||P997301001201800000007|T997301001201800000012|20180308|20180309||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|||||||||||||||||
569|||||P997301002201800000004|T997301002201800000005|20180308|20180309||||山水集团|8000000052|1234567890|0|山水集团|8000000052|1234567890|0|||||||||||||||||
570|||||P997301002201800000005|T997301002201800000006|20180308|20180309||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|||||||||||||||||
571|||||P997301003201800000005|T997301003201800000006|20180308|20180309||||玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|玉藻前葫芦兄弟黑科技股份有限公司|8000000008|5113050370351027G|0|||||||||||||||||
