|company_code1|company_code2|company_code3|company_code4|pay_type|pol_no|app_no|ins_date|eff_date|cur_code|pre_amt_all|usd_amt_all|pay_amt_all|usd_pay_amt_all|app_name|app_cst_no|id_no|cus_pro|sur_name|sur_id_no|sur_date|pay_date|cur_code2|sur_amt|usd_sur_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|etl_date
1662||||||P997301003201800000023|T997301003201800000051|180816|180815||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1663||||||P997301003201800000022|T997301003201800000050|180816|180817||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1664|||||08|P997301003201800000022|T997301003201800000052|180816|180817||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000022-01|
1665||||||P997301003201800000024|T997301003201800000053|180816|180531||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1666||||||P997301003201800000025|T997301003201800000054|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1667|||||07|P997301003201800000025|T997301003201800000055|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-01|
1668|||||08|P997301003201800000025|T997301003201800000056|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-02|
1669||||||P997301003201800000025|T997301003201800000054|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1670|||||07|P997301003201800000025|T997301003201800000055|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-01|
1671|||||08|P997301003201800000025|T997301003201800000056|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-02|
1672||||||P997301003201800000025|T997301003201800000054|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1673|||||07|P997301003201800000025|T997301003201800000055|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-01|
1674|||||08|P997301003201800000025|T997301003201800000056|180831|180901||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0|||||||||||||P997301003201800000025-02|
1675||||||P997301003201800000026|T997301003201800000058|180906|180601||||||section账单|8000000490|545475756|1||||||||||||||
1676||||||P997301003201800000027|T997301003201800000059|180907|180908||||||临分账单尾差测试|8000000492|11111111111111111111|0||||||||||||||
1677||||||P997301003201800000028|T997301003201800000061|180911|180912||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1678||||||P997301003201800000029|T997301003201800000062|180913|180914||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1679||||||P997301003201800000030|T997301003201800000065|180918|180919||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1680||||||P997301003201800000031|T997301003201800000066|180927|180928||||||非转基因大胖羊腿科技股份有限公司|8000000118|5113074170351028G|0||||||||||||||
1681||||||P997301003201800000032|T997301003201800000067|181008|181001||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1682||||||P997301003201800000033|T997301003201800000068|181008|181004||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1683|||||07|P997301003201800000033|T997301003201800000075|181008|181004||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000033-01|
1684||||||P997301003201800000034|T997301003201800000069|181008|181009||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1685|||||15|P997301003201800000034|T997301003201800000070|181008|181009||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000034-01|
1686||||||P997301003201800000034|T997301003201800000069|181008|181009||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1687|||||15|P997301003201800000034|T997301003201800000070|181008|181009||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000034-01|
1688||||||P997301003201800000035|T997301003201800000072|181008|181009||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1689|||||15|P997301003201800000035|T997301003201800000073|181008|181009||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000035-01|
1690||||||P997301003201800000035|T997301003201800000072|181008|181009||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1691|||||15|P997301003201800000035|T997301003201800000073|181008|181009||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000035-01|
1692||||||P997301003201800000033|T997301003201800000068|181008|181004||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1693|||||07|P997301003201800000033|T997301003201800000075|181008|181004||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000033-01|
1694||||||P997301003201800000036|T997301003201800000076|181009|180919||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1695||||||P997301003201800000037|T997301003201800000078|181101|181102||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1696|||||07|P997301003201800000037|T997301003201800000079|181101|181102||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000037-01|
1697||||||P997301003201800000037|T997301003201800000078|181101|181102||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1698|||||07|P997301003201800000037|T997301003201800000079|181101|181102||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000037-01|
1699||||||P997301003201800000038|T997301003201800000080|181101|181102||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1700|||||07|P997301003201800000038|T997301003201800000081|181101|181102||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000038-01|
1701||||||P997301003201800000038|T997301003201800000080|181101|181102||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1702|||||07|P997301003201800000038|T997301003201800000081|181101|181102||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000038-01|
1703||||||P997301003201800000039|T997301003201800000082|181105|181028||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1704||||||P997301003201800000041|T997301003201800000086|181115|181116||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1705||||||P997301003201800000042|T997301003201800000088|181120|181121||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1706|||||08|P997301003201800000042|T997301003201800000089|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-01|
1707|||||08|P997301003201800000042|T997301003201900000056|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-02|
1708||||||P997301003201800000042|T997301003201800000088|181120|181121||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1709|||||08|P997301003201800000042|T997301003201800000089|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-01|
1710|||||08|P997301003201800000042|T997301003201900000056|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-02|
1711||||||P997301003201800000043|T997301003201800000090|181122|181123||||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0||||||||||||||
1712||||||P997301003201800000044|T997301003201800000091|181126|181127||||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0||||||||||||||
1713||||||P997301003201800000045|T997301003201800000092|181126|181127||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1714|||||s2|P997301003201800000045|T997301003201800000093|181126|181127||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000045-01|
1715||||||P997301003201800000045|T997301003201800000092|181126|181127||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1716|||||s2|P997301003201800000045|T997301003201800000093|181126|181127||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000045-01|
1717||||||P997301003201800000046|T997301003201800000095|181129|181130||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1718||||||P997301003201800000047|T997301003201800000096|181129|181129||||||测试数据001|8000000040|11111111111111111111|0||||||||||||||
1719||||||P997301003201800000048|T997301003201800000097|181214|181215||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1720||||||P997301003201800000049|T997301003201800000098|181214|181215||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1721|||||s1|P997301003201800000049|T997301003201800000099|181214|181215||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000049-01|
1722||||||P997301003201800000049|T997301003201800000098|181214|181215||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1723|||||s1|P997301003201800000049|T997301003201800000099|181214|181215||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000049-01|
1724||||||P997301003201800000050|T997301003201800000100|181217|181218||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1725||||||P997301003201800000051|T997301003201800000101|181226|181227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1726|||||08|P997301003201800000051|T997301003201800000102|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-01|
1727|||||07|P997301003201800000051|T997301003201900000052|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-02|
1728||||||P997301003201800000051|T997301003201800000101|181226|181227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1729|||||08|P997301003201800000051|T997301003201800000102|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-01|
1730|||||07|P997301003201800000051|T997301003201900000052|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-02|
1731||||||P997301003201900000001|T997301003201900000005|190110|190111||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1732||||||P997301003201900000002|T997301003201900000006|190110|190111||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1733||||||P997301003201900000003|T997301003201900000007|190110|190111||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1734||||||P997301003201900000004|T997301003201900000008|190111|190112||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1735|||||08|P997301003201900000004|T997301003201900000009|190111|190112||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000004-01|
1736||||||P997301003201900000004|T997301003201900000008|190111|190112||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1737|||||08|P997301003201900000004|T997301003201900000009|190111|190112||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000004-01|
1738||||||P997301003201900000005|T997301003201900000012|190122|190123||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1739||||||P997301003201900000006|T997301003201900000016|190226|190227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1740|||||08|P997301003201900000006|T997301003201900000017|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-01|
1741|||||07|P997301003201900000006|T997301003201900000018|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-02|
1742|||||15|P997301003201900000006|T997301003201900000019|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-03|
1743|||||45|P997301003201900000006|T997301003201900000020|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-04|
1744||||||P997301003201900000006|T997301003201900000016|190226|190227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1745|||||08|P997301003201900000006|T997301003201900000017|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-01|
1746|||||07|P997301003201900000006|T997301003201900000018|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-02|
1747|||||15|P997301003201900000006|T997301003201900000019|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-03|
1748|||||45|P997301003201900000006|T997301003201900000020|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-04|
1749||||||P997301003201900000006|T997301003201900000016|190226|190227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1750|||||08|P997301003201900000006|T997301003201900000017|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-01|
1751|||||07|P997301003201900000006|T997301003201900000018|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-02|
1752|||||15|P997301003201900000006|T997301003201900000019|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-03|
1753|||||45|P997301003201900000006|T997301003201900000020|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-04|
1754||||||P997301003201900000006|T997301003201900000016|190226|190227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1755|||||08|P997301003201900000006|T997301003201900000017|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-01|
1756|||||07|P997301003201900000006|T997301003201900000018|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-02|
1757|||||15|P997301003201900000006|T997301003201900000019|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-03|
1758|||||45|P997301003201900000006|T997301003201900000020|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-04|
1759||||||P997301003201900000006|T997301003201900000016|190226|190227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1760|||||08|P997301003201900000006|T997301003201900000017|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-01|
1761|||||07|P997301003201900000006|T997301003201900000018|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-02|
1762|||||15|P997301003201900000006|T997301003201900000019|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-03|
1763|||||45|P997301003201900000006|T997301003201900000020|190226|190227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000006-04|
1764||||||P997301003201900000007|T997301003201900000022|190314|190315||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1765|||||70|P997301003201900000007|T997301003201900000023|190314|190315||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201900000007-01|
1766||||||P997301003201900000007|T997301003201900000022|190314|190315||||||方磊|8000000515|13414154145|1||||||||||||||
1767|||||70|P997301003201900000007|T997301003201900000023|190314|190315||||||方磊|8000000515|13414154145|1|||||||||||||P997301003201900000007-01|
1768||||||P997301003201900000008|T997301003201900000024|190322|190223||||||许露露|8000000515|13414154145|1||||||||||||||
1769||||||P997301003201900000009|T997301003201900000025|190325|190326||||||许露露|8000000796|934650703499750|1||||||||||||||
1770||||||P997301003201900000010|T997301003201900000026|190325|190326||||||测试不摇动|8000000127|12414123|1||||||||||||||
1771||||||P997301003201900000011|T997301003201900000029|190325|190326||||||测试不摇动|8000000127|12414123|1||||||||||||||
1772|||||s1|P997301003201900000011|T997301003201900000030|190325|190326||||||测试不摇动|8000000127|12414123|1|||||||||||||P997301003201900000011-01|
1773||||||P997301003201900000011|T997301003201900000029|190325|190326||||||测试不摇动|8000000127|12414123|1||||||||||||||
1774|||||s1|P997301003201900000011|T997301003201900000030|190325|190326||||||测试不摇动|8000000127|12414123|1|||||||||||||P997301003201900000011-01|
1775||||||P997301003201900000012|T997301003201900000033|190326|190327||||||山山|8000000796|934650703499750|1||||||||||||||
1776|||||08|P997301003201900000012|T997301003201900000034|190326|190327||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000012-01|
1777||||||P997301003201900000012|T997301003201900000033|190326|190327||||||山山|8000000796|934650703499750|1||||||||||||||
1778|||||08|P997301003201900000012|T997301003201900000034|190326|190327||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000012-01|
1779||||||P997301003201900000013|T997301003201900000035|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1780|||||07|P997301003201900000013|T997301003201900000036|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-01|
1781|||||08|P997301003201900000013|T997301003201900000037|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-02|
1782|||||45|P997301003201900000013|T997301003201900000038|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-03|
1783||||||P997301003201900000013|T997301003201900000035|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1784|||||07|P997301003201900000013|T997301003201900000036|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-01|
1785|||||08|P997301003201900000013|T997301003201900000037|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-02|
1786|||||45|P997301003201900000013|T997301003201900000038|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-03|
1787||||||P997301003201900000013|T997301003201900000035|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1788|||||07|P997301003201900000013|T997301003201900000036|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-01|
1789|||||08|P997301003201900000013|T997301003201900000037|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-02|
1790|||||45|P997301003201900000013|T997301003201900000038|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-03|
1791||||||P997301003201900000013|T997301003201900000035|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1792|||||07|P997301003201900000013|T997301003201900000036|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-01|
1793|||||08|P997301003201900000013|T997301003201900000037|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-02|
1794|||||45|P997301003201900000013|T997301003201900000038|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000013-03|
1795||||||P997301003201900000014|T997301003201900000039|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1796|||||45|P997301003201900000014|T997301003201900000040|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-01|
1797|||||45|P997301003201900000014|T997301003201900000041|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-02|
1798|||||07|P997301003201900000014|T997301003201900000042|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-03|
1799|||||12|P997301003201900000014|T997301003201900000043|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-04|
1800||||||P997301003201900000014|T997301003201900000039|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1801|||||45|P997301003201900000014|T997301003201900000040|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-01|
1802|||||45|P997301003201900000014|T997301003201900000041|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-02|
1803|||||07|P997301003201900000014|T997301003201900000042|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-03|
1804|||||12|P997301003201900000014|T997301003201900000043|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-04|
1805||||||P997301003201900000014|T997301003201900000039|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1806|||||45|P997301003201900000014|T997301003201900000040|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-01|
1807|||||45|P997301003201900000014|T997301003201900000041|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-02|
1808|||||07|P997301003201900000014|T997301003201900000042|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-03|
1809|||||12|P997301003201900000014|T997301003201900000043|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-04|
1810||||||P997301003201900000014|T997301003201900000039|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1811|||||45|P997301003201900000014|T997301003201900000040|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-01|
1812|||||45|P997301003201900000014|T997301003201900000041|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-02|
1813|||||07|P997301003201900000014|T997301003201900000042|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-03|
1814|||||12|P997301003201900000014|T997301003201900000043|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-04|
1815||||||P997301003201900000014|T997301003201900000039|190327|190328||||||山山|8000000796|934650703499750|1||||||||||||||
1816|||||45|P997301003201900000014|T997301003201900000040|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-01|
1817|||||45|P997301003201900000014|T997301003201900000041|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-02|
1818|||||07|P997301003201900000014|T997301003201900000042|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-03|
1819|||||12|P997301003201900000014|T997301003201900000043|190327|190328||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000014-04|
1820||||||P997301003201900000015|T997301003201900000048|190411|190412||||||山山|8000000796|934650703499750|1||||||||||||||
1821||||||P997301003201900000016|T997301003201900000049|190412|200101||||||软通太平|8000000087|1244132|1||||||||||||||
1822||||||P997301003201900000017|T997301003201900000050|190412|200411||||||山山|8000000796|934650703499750|1||||||||||||||
1823||||||P997301003201900000018|T997301003201900000051|190416|190417||||||山山|8000000796|934650703499750|1||||||||||||||
1824||||||P997301003201800000051|T997301003201800000101|181226|181227||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1825|||||08|P997301003201800000051|T997301003201800000102|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-01|
1826|||||07|P997301003201800000051|T997301003201900000052|181226|181227||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000051-02|
1827||||||P997301003201900000019|T997301003201900000053|190417|190416||||||山山|8000000796|934650703499750|1||||||||||||||
1828||||||P997301003201900000020|T997301003201900000054|190417|190418||||||山山|8000000796|934650703499750|1||||||||||||||
1829|||||07|P997301003201900000020|T997301003201900000055|190417|190418||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000020-01|
1830||||||P997301003201900000020|T997301003201900000054|190417|190418||||||山山|8000000796|934650703499750|1||||||||||||||
1831|||||07|P997301003201900000020|T997301003201900000055|190417|190418||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000020-01|
1832||||||P997301003201800000042|T997301003201800000088|181120|181121||||||蓝忘机|8000000515|13414154145|1||||||||||||||
1833|||||08|P997301003201800000042|T997301003201800000089|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-01|
1834|||||08|P997301003201800000042|T997301003201900000056|181120|181121||||||蓝忘机|8000000515|13414154145|1|||||||||||||P997301003201800000042-02|
1835||||||P997301003201900000022|T997301003201900000057|190417|190418||||||软通太平|8000000087|1244132|1||||||||||||||
1836||||||P997301003201900000021|T997301003201900000058|190417|190418||||||软通太平|8000000087|1244132|1||||||||||||||
1837||||||P997301003201900000023|T997301003201900000059|190417|190418||||||测试不摇动|8000000127|12414123|1||||||||||||||
1838|||||08|P997301003201900000023|T997301003201900000060|190417|190418||||||测试不摇动|8000000127|12414123|1|||||||||||||P997301003201900000023-01|
1839||||||P997301003201900000023|T997301003201900000059|190417|190418||||||测试不摇动|8000000127|12414123|1||||||||||||||
1840|||||08|P997301003201900000023|T997301003201900000060|190417|190418||||||测试不摇动|8000000127|12414123|1|||||||||||||P997301003201900000023-01|
1841||||||P997301003201900000024|T997301003201900000061|190428|190429||||||山山|8000000796|934650703499750|1||||||||||||||
1842|||||08|P997301003201900000024|T997301003201900000062|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-01|
1843|||||07|P997301003201900000024|T997301003201900000063|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-02|
1844|||||12|P997301003201900000024|T997301003201900000064|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-03|
1845||||||P997301003201900000024|T997301003201900000061|190428|190429||||||山山|8000000796|934650703499750|1||||||||||||||
1846|||||08|P997301003201900000024|T997301003201900000062|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-01|
1847|||||07|P997301003201900000024|T997301003201900000063|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-02|
1848|||||12|P997301003201900000024|T997301003201900000064|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-03|
1849||||||P997301003201900000024|T997301003201900000061|190428|190429||||||山山|8000000796|934650703499750|1||||||||||||||
1850|||||08|P997301003201900000024|T997301003201900000062|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-01|
1851|||||07|P997301003201900000024|T997301003201900000063|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-02|
1852|||||12|P997301003201900000024|T997301003201900000064|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-03|
1853||||||P997301003201900000024|T997301003201900000061|190428|190429||||||山山|8000000796|934650703499750|1||||||||||||||
1854|||||08|P997301003201900000024|T997301003201900000062|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-01|
1855|||||07|P997301003201900000024|T997301003201900000063|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-02|
1856|||||12|P997301003201900000024|T997301003201900000064|190428|190429||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000024-03|
1857||||||P997301003201900000025|T997301003201900000065|190514|190515||||||山山|8000000796|934650703499750|1||||||||||||||
1858|||||s1|P997301003201900000025|T997301003201900000066|190514|190515||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000025-01|
1859||||||P997301003201900000025|T997301003201900000065|190514|190515||||||山山|8000000796|934650703499750|1||||||||||||||
1860|||||s1|P997301003201900000025|T997301003201900000066|190514|190515||||||山山|8000000796|934650703499750|1|||||||||||||P997301003201900000025-01|
1861||||||P997301003201900000026|T997301003201900000067|190604|190602||||||山山|8000000796|934650703499750|1||||||||||||||
1862||||||P997301003201900000027|T997301003201900000069|190610|190501||||||杨成松|8000000852|5465768767564|1||||||||||||||
1863||||||P997301003201900000028|T997301003201900000070|190614|190601||||||杨成松|8000000852|5465768767564|1||||||||||||||
1864||||||P997301003201900000029|T997301003201900000071|190620|190604||||||杨成松|8000000852|5465768767564|1||||||||||||||
1865||||||P997301004201800000001|T997301004201800000004|180504|180505||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0||||||||||||||
1866|||||08|P997301004201800000001|T997301004201800000005|180504|180505||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0|||||||||||||P997301004201800000001-01|
1867||||||P997301004201800000001|T997301004201800000004|180504|180505||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0||||||||||||||
1868|||||08|P997301004201800000001|T997301004201800000005|180504|180505||||||嘉兴兴旺生物工程股份有限公司|8000000114|9113020074340783F|0|||||||||||||P997301004201800000001-01|
1869||||||P997301004201800000002|T997301004201800000006|180507|180508||||||非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|0||||||||||||||
1870||||||P997301004201800000003|T997301004201800000007|180507|180508||||||山水集团|8000000052|1234567890|0||||||||||||||
1871||||||P997301004201800000004|T997301004201800000008|180507|180508||||||山水集团|8000000052|1234567890|0||||||||||||||
1872||||||P997301004201800000005|T997301004201800000009|180508|180509||||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0||||||||||||||
1873||||||P997301004201800000006|T997301004201800000010|180508|180509||||||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|0||||||||||||||
1874||||||P997301004201800000007|T997301004201800000011|180508|180509||||||非转基因大胖豌豆科技股份有限公司|8000000183|91130500743408250F|0||||||||||||||
