|company_code1|company_code2|company_code3|pol_no|ins_date|app_name|app_cst_no|app_id_no|insfav_type|insbene_cus_pro|relation|fav_type|name|insbene_cst_no|insbene_id_no|etl_date
3823||||P997301001201900000047|190507|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3824||||P997301001201900000047|190507|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3825||||P336401001201900000001|190508|许露露|8000000616|84750937490509|11|1|06||许露露|8000000616|84750937490509|
3826||||P997301001201900000048|190508|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3827||||P336401002201900000001|190508|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3828||||P336401002201900000001|190508|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3829||||P336401002201900000002|190508|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3830||||P336401002201900000001|190508|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3831||||P336401002201900000001|190508|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3832||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3833||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3834||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3835||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3836||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3837||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3838||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3839||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3840||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3841||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3842||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3843||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3844||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3845||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3846||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3847||||P997301002201900000025|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3848||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3849||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3850||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3851||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3852||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3853||||P997301002201900000002|190110|蓝忘机|8000000515|13414154145|11|1|05||蓝忘机|8000000515|13414154145|
3854||||P997301002201900000026|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3855||||P997301002201900000026|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3856||||P997301002201900000026|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3857||||P997301002201900000026|190513|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3858||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3859||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3860||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3861||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3862||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3863||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3864||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3865||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3866||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3867||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3868||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3869||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3870||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3871||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3872||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3873||||P997301002201900000027|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3874||||P997301002201900000021|190422|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3875||||P997301002201900000021|190422|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3876||||P997301002201900000028|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3877||||P997301002201900000028|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3878||||P997301002201900000028|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3879||||P997301002201900000028|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3880||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3881||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3882||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3883||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3884||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3885||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3886||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3887||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3888||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3889||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3890||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3891||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3892||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3893||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3894||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3895||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3896||||P997301001201900000049|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3897||||P997301001201900000049|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3898||||P997301001201900000049|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3899||||P997301001201900000049|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3900||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3901||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3902||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3903||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3904||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3905||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3906||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3907||||P997301002201900000012|190327|上海制皂有限公司|8000000800|11111111111111111111|11|0|||上海制皂有限公司|8000000800|11111111111111111111|
3908||||P997301002201900000029|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3909||||P997301002201900000029|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3910||||P997301003201900000025|190514|山山|8000000796|934650703499750|11|1|04||许露露|8000000796|934650703499750|
3911||||P997301003201900000025|190514|山山|8000000796|934650703499750|11|1|04||许露露|8000000796|934650703499750|
3912||||P997301002201900000029|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3913||||P997301002201900000029|190514|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3914||||P997301003201900000025|190514|山山|8000000796|934650703499750|11|1|04||许露露|8000000796|934650703499750|
3915||||P997301003201900000025|190514|山山|8000000796|934650703499750|11|1|04||许露露|8000000796|934650703499750|
3916||||P997301001201900000050|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3917||||P997301001201900000050|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3918||||P997301001201900000050|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3919||||P997301001201900000050|190514|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3920||||P997301806201900000001|190313|许露露|8000000765|087504039597034905|11|1|06||许露露|8000000765|087504039597034905|
3921||||P997301806201900000001|190313|许露露|8000000765|087504039597034905|11|1|06||许露露|8000000765|087504039597034905|
3922||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3923||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3924||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3925||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3926||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3927||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3928||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3929||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3930||||P997301002201900000030|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3931||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3932||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3933||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3934||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3935||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3936||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3937||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3938||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3939||||P997302001201900000045|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3940||||P997302001201900000046|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3941||||P997302001201900000046|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3942||||P997302001201900000046|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3943||||P997302001201900000046|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3944||||P997302001201900000047|190515|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3945||||P997301001201900000051|190516|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3946||||P997301001201900000052|190516|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3947||||P997301001201900000053|190516|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3948||||P997301001201900000054|190516|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3949||||P997301001201900000055|190516|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3950||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3951||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3952||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3953||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3954||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3955||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3956||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3957||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3958||||P997302001201900000048|190516|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3959||||P997302001201900000037|190430|许露露|10000028|362322198804110331|11|1|05||许露露|10000028|362322198804110331|
3960||||P997302001201900000037|190430|许露露|10000028|362322198804110331|11|1|05||许露露|10000028|362322198804110331|
3961||||P997302001201900000032|190403|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3962||||P997302001201900000032|190403|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3963||||P997302001201900000032|190403|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3964||||P997302001201900000017|190315|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3965||||P997302001201900000017|190315|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3966||||P997302001201900000017|190315|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3967||||P997302001201900000017|190315|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3968||||P997302001201900000017|190315|许露露|8000000764|34956834950039|11|1|06||许露露|8000000764|34956834950039|
3969||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3970||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3971||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3972||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3973||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3974||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3975||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3976||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3977||||P997302001201900000050|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3978||||P997302001201900000051|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3979||||P997302001201900000051|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3980||||P997302001201900000051|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3981||||P997302001201900000051|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3982||||P997302001201900000052|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3983||||P997302001201900000053|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3984||||P997302001201900000054|190517|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
3985||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3986||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3987||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3988||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3989||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3990||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3991||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3992||||P997302001201900000049|190517|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
3993||||P997301001201900000056|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3994||||P997301001201900000056|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3995||||P997301001201900000056|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3996||||P997301001201900000056|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3997||||P997301001201900000057|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3998||||P997301001201900000057|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
3999||||P997301001201900000057|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4000||||P997301001201900000057|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4001||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4002||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4003||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4004||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4005||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4006||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4007||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4008||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4009||||P997301001201900000058|190521|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4010||||P997301002201900000031|190522|王大锤|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
4011||||P997301002201900000032|190522|王大锤|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
4012||||P997301002201900000033|190528|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
4013||||P997301002201900000034|190530|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
4014||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4015||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4016||||P997301003201900000026|190604|山山|8000000796|934650703499750|11|1|04||许露露|8000000796|934650703499750|
4017||||P997302001201900000055|190606|杨成松|8000000852|5465768767564|11|1|05||杨成松|8000000852|5465768767564|
4018||||P997302001201900000055|190606|杨成松|8000000852|5465768767564|11|1|05||杨成松|8000000852|5465768767564|
4019||||P997302001201900000055|190606|杨成松|8000000852|5465768767564|11|1|07||换个人|8000000087|1244132|
4020||||P997302001201900000055|190606|杨成松|8000000852|5465768767564|11|1|07||换个人|8000000087|1244132|
4021||||P997301003201900000027|190610|杨成松|8000000852|5465768767564|11|1|05||杨成松|8000000852|5465768767564|
4022||||P997302001201900000056|190610|loquat|8000000071|121345678|11|0|||loquat|8000000071|121345678|
4023||||P997302001201800000053|181019|山水集团|8000000376|QAZX12345678|11|0|||山水集团|8000000376|QAZX12345678|
4024||||P997302001201800000053|181019|山水集团|8000000376|QAZX12345678|11|0|||山水集团|8000000376|QAZX12345678|
4025||||P997302001201900000057|190612|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
4026||||P997301002201900000035|190612|魏无羡|8000000420|431514514|11|1|05||魏无羡|8000000420|431514514|
4027||||P997302001201900000058|190612|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
4028||||P997302001201900000058|190612|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
4029||||P997302001201900000058|190612|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
4030||||P997302001201900000058|190612|许露露|8000000420|431514514|11|1|05||许露露|8000000420|431514514|
4031||||P997302001201800000034|180919|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
4032||||P997302001201800000034|180919|非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|11|0|||非转基因大胖蚕豆科技股份有限公司|8000000012|5113074173351027C|
4033||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4034||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4035||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4036||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4037||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4038||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4039||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4040||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4041||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4042||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4043||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4044||||P997302001201900000034|190417|许小露|8000000786|875034790574D|11|1|09||许小露|8000000786|43095794|
4045||||P997302001201800000030|180910|山水集团|8000000376|QAZX12345678|11|0|||山水集团|8000000376|QAZX12345678|
4046||||P997302001201800000030|180910|山水集团|8000000376|QAZX12345678|11|0|||山水集团|8000000376|QAZX12345678|
4047||||P997302001201800000069|181220|许露露|8000000649|403957437905|11|1|07||许露露|8000000649|403957437905|
4048||||P997302001201800000069|181220|许露露|8000000649|403957437905|11|1|07||许露露|8000000649|403957437905|
4049||||P997301003201900000028|190614|杨成松|8000000852|5465768767564|11|1|05||杨成松|8000000852|5465768767564|
4050||||P997301001201900000059|190614|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4051||||P997301001201900000059|190614|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4052||||P997301001201900000059|190614|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4053||||P997301001201900000059|190614|许露露|8000000806|84356083490537904|11|1|06||许露露|8000000806|84356083490537904|
4054||||P997301003201900000029|190620|杨成松|8000000852|5465768767564|11|1|05||杨成松|8000000852|5465768767564|
4055||||P336401007201900000001|190620|蓝忘机|8000000432|641451451|11|1|05||蓝忘机|8000000432|641451451|
4056||||P336401002201900000003|190620|测试数据001|8000000040|11111111111111111111|11|0|||测试数据001|8000000040|11111111111111111111|
4057||||P336409001201900000001|190620|测试数据001|8000000040|11111111111111111111|11|0|||测试数据001|8000000040|11111111111111111111|
4058||||P997301001201900000060|190620|太平科技|8000000012|5113074173351027C|11|0|||太平科技|8000000012|5113074173351027C|
4059||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4060||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4061||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4062||||P997302001201910001203|190115|测试朝阳|10000166|410523199312220037|11|1|05||测试阳阳|10000002|42108119970225299X|
4063||||P336406002201900000001|190116|测试|8000000191|71092841-X|11|||||||
4064||||P336406002201900000002|190214|测试|8000000191|71092841-X|11|||||||
4065||||P336406016201800000001|181207|秦羽|8000000617|110101198001010117|11|||||||
4066||||P336406016201800000001|181207|秦羽|8000000617|110101198001010117|11|||||||
4067||||P336406016201800000002|181207|秦羽|8000000617|110101198001010117|11|||||||
4068||||P336406016201800000002|181207|秦羽|8000000617|110101198001010117|11|||||||
4069||||P336406016201800000003|181207|秦羽|8000000617|110101198001010117|11|||||||
4070||||P336406016201800000003|181207|秦羽|8000000617|110101198001010117|11|||||||
4071||||P336406016201800000003|181207|秦羽|8000000617|110101198001010117|11|||||||
4072||||P336406016201800000004|181207|秦羽|8000000617|110101198001010117|11|||||||
4073||||P336406016201800000004|181207|秦羽|8000000617|110101198001010117|11|||||||
4074||||P336406016201800000001|181207|秦羽|8000000617|110101198001010117|11|||||||
4075||||P336406016201800000001|181207|秦羽|8000000617|110101198001010117|11|||||||
4076||||P336406016201800000002|181207|秦羽|8000000617|110101198001010117|11|||||||
4077||||P336406016201800000002|181207|秦羽|8000000617|110101198001010117|11|||||||
4078||||P336406016201800000004|181207|秦羽|8000000617|110101198001010117|11|||||||
