|company_code1|company_code2|company_code3|company_code4|pol_no|app_no|ins_date|app_name|app_cst_no|app_id_type|app_id_no|ins_no|renew_date|pay_date|cur_code|pre_amt|usd_amt|tsf_flag|acc_name|acc_no|acc_bank|receipt_no|endorse_no|etl_date
1859|||||P997301003201900000025|T997301003201900000065|190514|山山|8000000796|03|934650703499750|01003||||||||||||
1860|||||P997301003201900000025|T997301003201900000066|190514|山山|8000000796|03|934650703499750|01003|||||||||||P997301003201900000025-01|
1861|||||P997301003201900000026|T997301003201900000067|190604|山山|8000000796|03|934650703499750|01003||||||||||||
1862|||||P997301003201900000027|T997301003201900000069|190610|杨成松|8000000852|02|5465768767564|01003||||||||||||
1863|||||P997301003201900000028|T997301003201900000070|190614|杨成松|8000000852|02|5465768767564|01003||||||||||||
1864|||||P997301003201900000029|T997301003201900000071|190620|杨成松|8000000852|02|5465768767564|01003||||||||||||
1865|||||P997301004201800000001|T997301004201800000004|180504|嘉兴兴旺生物工程股份有限公司|8000000114|12|9113020074340783F|01004||||||||||||
1866|||||P997301004201800000001|T997301004201800000005|180504|嘉兴兴旺生物工程股份有限公司|8000000114|12|9113020074340783F|01004|||||||||||P997301004201800000001-01|
1867|||||P997301004201800000001|T997301004201800000004|180504|嘉兴兴旺生物工程股份有限公司|8000000114|12|9113020074340783F|01004||||||||||||
1868|||||P997301004201800000001|T997301004201800000005|180504|嘉兴兴旺生物工程股份有限公司|8000000114|12|9113020074340783F|01004|||||||||||P997301004201800000001-01|
1869|||||P997301004201800000002|T997301004201800000006|180507|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01004||||||||||||
1870|||||P997301004201800000003|T997301004201800000007|180507|山水集团|8000000052|11|1234567890|01004||||||||||||
1871|||||P997301004201800000004|T997301004201800000008|180507|山水集团|8000000052|11|1234567890|01004||||||||||||
1872|||||P997301004201800000005|T997301004201800000009|180508|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1873|||||P997301004201800000006|T997301004201800000010|180508|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1874|||||P997301004201800000007|T997301004201800000011|180508|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01004||||||||||||
1875|||||P997301004201800000009|T997301004201800000012|180508|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01004||||||||||||
1876|||||P997301004201800000008|T997301004201800000013|180508|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01004||||||||||||
1877|||||P997301004201800000010|T997301004201800000014|180508|玉藻前葫芦兄弟黑科技股份有限公司|8000000008|12|5113050370351027G|01004||||||||||||
1878|||||P997301004201800000011|T997301004201800000015|180508|上海宏盛电子有限公司|8000000056|12|99000220933|01004||||||||||||
1879|||||P997301004201800000012|T997301004201800000016|180508|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1880|||||P997301004201800000013|T997301004201800000017|180509|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01004||||||||||||
1881|||||P997301004201800000014|T997301004201800000018|180511|杨青|8000000244|02|84309849084390|01004||||||||||||
1882|||||P997301004201800000015|T997301004201800000019|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1883|||||P997301004201800000015|T997301004201800000020|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-01|
1884|||||P997301004201800000015|T997301004201800000021|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-02|
1885|||||P997301004201800000015|T997301004201800000019|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1886|||||P997301004201800000015|T997301004201800000020|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-01|
1887|||||P997301004201800000015|T997301004201800000021|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-02|
1888|||||P997301004201800000015|T997301004201800000019|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004||||||||||||
1889|||||P997301004201800000015|T997301004201800000020|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-01|
1890|||||P997301004201800000015|T997301004201800000021|180524|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01004|||||||||||P997301004201800000015-02|
1891|||||P997301004201800000016|T997301004201800000022|180705|山水集团|8000000052|11|1234567890|01004||||||||||||
1892|||||P997301004201800000017|T997301004201800000023|180713|山水集团|8000000052|11|1234567890|01004||||||||||||
1893|||||P997301004201800000017|T997301004201800000024|180713|山水集团|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-01|
1894|||||P997301004201800000017|T997301004201800000025|180713|山水集团|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-02|
1895|||||P997301004201800000017|T997301004201800000023|180713|山水集团|8000000052|11|1234567890|01004||||||||||||
1896|||||P997301004201800000017|T997301004201800000024|180713|山水集团|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-01|
1897|||||P997301004201800000017|T997301004201800000025|180713|山水集团|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-02|
1898|||||P997301004201800000017|T997301004201800000023|180713|山水集团2222222222|8000000052|11|1234567890|01004||||||||||||
1899|||||P997301004201800000017|T997301004201800000024|180713|山水集团2222222222|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-01|
1900|||||P997301004201800000017|T997301004201800000025|180713|山水集团2222222222|8000000052|11|1234567890|01004|||||||||||P997301004201800000017-02|
1901|||||P997301004201800000018|T997301004201800000026|180718|王晓|8000000275|01|320322199101309123|01004||||||||||||
1902|||||P997301004201800000018|T997301004201800000027|180718|王晓|8000000275|01|320322199101309123|01004|||||||||||P997301004201800000018-01|
1903|||||P997301004201800000018|T997301004201800000026|180718|王晓|8000000275|01|320322199101309123|01004||||||||||||
1904|||||P997301004201800000018|T997301004201800000027|180718|王晓|8000000275|01|320322199101309123|01004|||||||||||P997301004201800000018-01|
1905|||||P997301004201800000019|T997301004201800000028|180723|山水集团|8000000376|12|QAZX12345678|01004||||||||||||
1906|||||P997301004201800000019|T997301004201800000029|180723|山水集团|8000000376|12|QAZX12345678|01004|||||||||||P997301004201800000019-01|
1907|||||P997301004201800000019|T997301004201800000028|180723|山水集团|8000000376|12|QAZX12345678|01004||||||||||||
1908|||||P997301004201800000019|T997301004201800000029|180723|山水集团|8000000376|12|QAZX12345678|01004|||||||||||P997301004201800000019-01|
1909|||||P997301004201800000020|T997301004201800000031|181106|合并风险单位测试|8000000567|12|11111111111111111111|01004||||||||||||
1910|||||P997301007201800000001|T997301007201800000001|180503|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1911|||||P997301007201800000001|T997301007201800000002|180503|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007|||||||||||P997301007201800000001-01|
1912|||||P997301007201800000001|T997301007201800000001|180503|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1913|||||P997301007201800000001|T997301007201800000002|180503|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007|||||||||||P997301007201800000001-01|
1914|||||P997301007201800000002|T997301007201800000003|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1915|||||P997301007201800000003|T997301007201800000004|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1916|||||P997301007201800000003|T997301007201800000005|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007|||||||||||P997301007201800000003-01|
1917|||||P997301007201800000003|T997301007201800000004|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1918|||||P997301007201800000003|T997301007201800000005|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007|||||||||||P997301007201800000003-01|
1919|||||P997301007201800000004|T997301007201800000006|180504|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1920|||||P997301007201800000005|T997301007201800000007|180507|山水集团|8000000052|11|1234567890|01007||||||||||||
1921|||||P997301007201800000006|T997301007201800000008|180507|杨柳|8000000235|02|382789878332|01007||||||||||||
1922|||||P997301007201800000007|T997301007201800000009|180507|唐颖|8000000239|02|903289403289032|01007||||||||||||
1923|||||P997301007201800000008|T997301007201800000010|180508|非转基因大胖蚕豆科技股份有限公司|8000000012|12|5113074173351027C|01007||||||||||||
1924|||||P997301007201800000009|T997301007201800000011|180509|Maester Luwin|8000000110|04|234567890|01007||||||||||||
1925|||||P997301007201800000010|T997301007201800000012|180509|非转基因大胖豌豆科技股份有限公司|8000000183|12|91130500743408250F|01007||||||||||||
1926|||||P997301007201800000011|T997301007201800000013|180510|测试数据|8000000243|02|908390283908390|01007||||||||||||
1927|||||P997301007201800000012|T997301007201800000014|180511|杨青|8000000244|02|84309849084390|01007||||||||||||
1928|||||P997301007201800000013|T997301007201800000015|180523|非转基因大胖玉米科技股份有限公司|8000000272|12|5113074170351027H|01007||||||||||||
1929|||||P997301007201800000014|T997301007201800000016|180614|软通太平|8000000087|02|1244132|01007||||||||||||
1930|||||P997301007201800000014|T997301007201800000017|180614|软通太平|8000000087|02|1244132|01007|||||||||||P997301007201800000014-01|
1931|||||P997301007201800000014|T997301007201800000016|180614|软通太平|8000000087|02|1244132|01007||||||||||||
1932|||||P997301007201800000014|T997301007201800000017|180614|软通太平|8000000087|02|1244132|01007|||||||||||P997301007201800000014-01|
1933|||||P997301007201800000015|T997301007201800000018|180614|承保数据|8000000312|02|48574884930840|01007||||||||||||
1934|||||P997301007201800000016|T997301007201800000019|180629|非转基因大胖玉米科技股份有限公司|8000000272|12|5113074170351027H|01007||||||||||||
1935|||||P997301007201800000017|T997301007201800000020|180630|许露露|8000000344|02|35740395709437509|01007||||||||||||
1936|||||P997301007201800000017|T997301007201800000021|180630|许露露|8000000344|02|35740395709437509|01007|||||||||||P997301007201800000017-01|
1937|||||P997301007201800000017|T997301007201800000020|180630|许露露|8000000344|02|35740395709437509|01007||||||||||||
1938|||||P997301007201800000017|T997301007201800000021|180630|许露露|8000000344|02|35740395709437509|01007|||||||||||P997301007201800000017-01|
1939|||||P997301007201800000018|T997301007201800000023|180710|许露露|8000000359|03|3097950479057340943|01007||||||||||||
1940|||||P997301007201800000018|T997301007201800000024|180710|许露露|8000000359|03|3097950479057340943|01007|||||||||||P997301007201800000018-01|
1941|||||P997301007201800000018|T997301007201800000023|180710|许露露|8000000359|03|3097950479057340943|01007||||||||||||
1942|||||P997301007201800000018|T997301007201800000024|180710|许露露|8000000359|03|3097950479057340943|01007|||||||||||P997301007201800000018-01|
1943|||||P997301007201800000019|T997301007201800000025|180716|山水集团|8000000376|12|QAZX12345678|01007||||||||||||
1944|||||P997301007201800000020|T997301007201800000030|181105|许露露|8000000509|02|36498379740|01007||||||||||||
1945|||||P997301007201900000001|T997301007201900000001|190107|许露露|8000000509|02|36498379740|01007||||||||||||
1946|||||P997301007201900000002|T997301007201900000002|190220|许露露|8000000509|02|36498379740|01007||||||||||||
1947|||||P997301007201900000002|T997301007201900000003|190220|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000002-01|
1948|||||P997301007201900000002|T997301007201900000002|190220|许露露|8000000509|02|36498379740|01007||||||||||||
1949|||||P997301007201900000002|T997301007201900000003|190220|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000002-01|
1950|||||P997301007201900000003|T997301007201900000004|190226|许露露|8000000509|02|36498379740|01007||||||||||||
1951|||||P997301007201900000003|T997301007201900000005|190226|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000003-01|
1952|||||P997301007201900000003|T997301007201900000004|190226|许露露|8000000509|02|36498379740|01007||||||||||||
1953|||||P997301007201900000003|T997301007201900000005|190226|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000003-01|
1954|||||P997301007201900000004|T997301007201900000006|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1955|||||P997301007201900000004|T997301007201900000007|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-01|
1956|||||P997301007201900000004|T997301007201900000010|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-02|
1957|||||P997301007201900000004|T997301007201900000006|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1958|||||P997301007201900000004|T997301007201900000007|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-01|
1959|||||P997301007201900000004|T997301007201900000010|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-02|
1960|||||P997301007201900000005|T997301007201900000008|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1961|||||P997301007201900000005|T997301007201900000009|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-01|
1962|||||P997301007201900000005|T997301007201900000011|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-02|
1963|||||P997301007201900000005|T997301007201900000012|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-03|
1964|||||P997301007201900000005|T997301007201900000008|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1965|||||P997301007201900000005|T997301007201900000009|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-01|
1966|||||P997301007201900000005|T997301007201900000011|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-02|
1967|||||P997301007201900000005|T997301007201900000012|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-03|
1968|||||P997301007201900000004|T997301007201900000006|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1969|||||P997301007201900000004|T997301007201900000007|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-01|
1970|||||P997301007201900000004|T997301007201900000010|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000004-02|
1971|||||P997301007201900000005|T997301007201900000008|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1972|||||P997301007201900000005|T997301007201900000009|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-01|
1973|||||P997301007201900000005|T997301007201900000011|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-02|
1974|||||P997301007201900000005|T997301007201900000012|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-03|
1975|||||P997301007201900000005|T997301007201900000008|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1976|||||P997301007201900000005|T997301007201900000009|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-01|
1977|||||P997301007201900000005|T997301007201900000011|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-02|
1978|||||P997301007201900000005|T997301007201900000012|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000005-03|
1979|||||P997301007201900000006|T997301007201900000013|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1980|||||P997301007201900000006|T997301007201900000014|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-01|
1981|||||P997301007201900000006|T997301007201900000015|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-02|
1982|||||P997301007201900000006|T997301007201900000013|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1983|||||P997301007201900000006|T997301007201900000014|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-01|
1984|||||P997301007201900000006|T997301007201900000015|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-02|
1985|||||P997301007201900000006|T997301007201900000013|190227|许露露|8000000509|02|36498379740|01007||||||||||||
1986|||||P997301007201900000006|T997301007201900000014|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-01|
1987|||||P997301007201900000006|T997301007201900000015|190227|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000006-02|
1988|||||P997301007201900000007|T997301007201900000017|190307|许露露|8000000509|02|36498379740|01007||||||||||||
1989|||||P997301007201900000008|T997301007201900000021|190321|许露露|8000000509|02|36498379740|01007||||||||||||
1990|||||P997301007201900000009|T997301007201900000022|190321|许露露|8000000790|03|3489579403750974390|01007||||||||||||
1991|||||P997301007201900000010|T997301007201900000023|190322|许露露|8000000509|02|36498379740|01007||||||||||||
1992|||||P997301007201900000011|T997301007201900000024|190325|阿斯蒂芬5|8000000161|03|2343345|01007||||||||||||
1993|||||P997301007201900000011|T997301007201900000025|190325|阿斯蒂芬5|8000000161|03|2343345|01007|||||||||||P997301007201900000011-01|
1994|||||P997301007201900000011|T997301007201900000024|190325|阿斯蒂芬5|8000000161|03|2343345|01007||||||||||||
1995|||||P997301007201900000011|T997301007201900000025|190325|阿斯蒂芬5|8000000161|03|2343345|01007|||||||||||P997301007201900000011-01|
1996|||||P997301007201900000012|T997301007201900000026|190325|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
1997|||||P997301007201900000013|T997301007201900000028|190325|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
1998|||||P997301007201900000014|T997301007201900000030|190327|许露露|8000000509|02|36498379740|01007||||||||||||
1999|||||P997301007201900000014|T997301007201900000032|190327|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000014-01|
2000|||||P997301007201900000015|T997301007201900000031|190327|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
2001|||||P997301007201900000014|T997301007201900000030|190327|许露露|8000000509|02|36498379740|01007||||||||||||
2002|||||P997301007201900000014|T997301007201900000032|190327|许露露|8000000509|02|36498379740|01007|||||||||||P997301007201900000014-01|
2003|||||P997301007201900000016|T997301007201900000034|190327|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
2004|||||P997301007201900000017|T997301007201900000036|190328|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
2005|||||P997301007201900000017|T997301007201900000037|190328|买买提.买买提|8000000027|02|123123123123123123|01007|||||||||||P997301007201900000017-01|
2006|||||P997301007201900000017|T997301007201900000036|190328|买买提.买买提|8000000027|02|123123123123123123|01007||||||||||||
2007|||||P997301007201900000017|T997301007201900000037|190328|买买提.买买提|8000000027|02|123123123123123123|01007|||||||||||P997301007201900000017-01|
2008|||||P997301007201900000018|T997301007201900000038|190417|许露露|8000000509|02|36498379740|01007||||||||||||
2009|||||P997301009201800000001|T997301009201800000001|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2010|||||P997301009201800000002|T997301009201800000002|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2011|||||P997301009201800000003|T997301009201800000003|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2012|||||P997301009201800000004|T997301009201800000004|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2013|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2014|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2015|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2016|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2017|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2018|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2019|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2020|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2021|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2022|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2023|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2024|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2025|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2026|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2027|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2028|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2029|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2030|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2031|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2032|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2033|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2034|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2035|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2036|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2037|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2038|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2039|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2040|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2041|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2042|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2043|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2044|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2045|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2046|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2047|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2048|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2049|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2050|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2051|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2052|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2053|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2054|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2055|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2056|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2057|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2058|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2059|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2060|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2061|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2062|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2063|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2064|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2065|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2066|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2067|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2068|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2069|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2070|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2071|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2072|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2073|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
2074|||||P997301009201800000005|T997301009201800000012|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-07|
2075|||||P997301009201800000005|T997301009201800000013|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-08|
2076|||||P997301009201800000005|T997301009201800000005|180718|燕市|8000000402|11|5234323252532532|01009||||||||||||
2077|||||P997301009201800000005|T997301009201800000006|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-01|
2078|||||P997301009201800000005|T997301009201800000007|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-02|
2079|||||P997301009201800000005|T997301009201800000008|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-03|
2080|||||P997301009201800000005|T997301009201800000009|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-04|
2081|||||P997301009201800000005|T997301009201800000010|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-05|
2082|||||P997301009201800000005|T997301009201800000011|180718|燕市|8000000402|11|5234323252532532|01009|||||||||||P997301009201800000005-06|
